layer,tokens,time_us
down_proj,64,61.28
layernorm,64,2.369
qkv_proj,64,42.272
qk_norm,64,2.752
qk_norm,64,1.951
rotary_emb,64,2.624
o_proj,64,28.736
layernorm,64,2.111
gate_up_proj,64,123.521
act_fn,64,2.72
down_proj,64,60.769
layernorm,64,2.208
qkv_proj,64,42.689
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.688
o_proj,64,28.864
layernorm,64,2.177
gate_up_proj,64,121.793
act_fn,64,2.72
down_proj,64,60.256
layernorm,64,2.272
qkv_proj,64,41.727
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,28.64
layernorm,64,2.337
gate_up_proj,64,123.169
act_fn,64,2.72
down_proj,64,60.32
layernorm,64,2.336
qkv_proj,64,42.72
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,29.218
layernorm,64,2.144
gate_up_proj,64,121.44
act_fn,64,2.72
down_proj,64,60.897
layernorm,64,2.336
qkv_proj,64,41.825
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.656
o_proj,64,28.64
layernorm,64,2.144
gate_up_proj,64,124.257
act_fn,64,2.689
down_proj,64,60.544000000000004
layernorm,64,2.208
qkv_proj,64,42.208
qk_norm,64,2.848
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.896
layernorm,64,2.112
gate_up_proj,64,122.113
act_fn,64,2.72
down_proj,64,60.352000000000004
layernorm,64,2.368
qkv_proj,64,41.056
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.64
layernorm,64,2.144
gate_up_proj,64,123.009
act_fn,64,2.72
down_proj,64,60.961
layernorm,64,2.24
qkv_proj,64,42.432
qk_norm,64,2.752
qk_norm,64,1.953
rotary_emb,64,2.624
o_proj,64,28.512
layernorm,64,2.303
gate_up_proj,64,122.593
act_fn,64,2.72
down_proj,64,60.416000000000004
layernorm,64,2.24
qkv_proj,64,41.441
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,28.32
layernorm,64,2.304
gate_up_proj,64,123.137
act_fn,64,2.72
down_proj,64,60.161
layernorm,64,2.304
qkv_proj,64,42.72
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.864
layernorm,64,2.113
gate_up_proj,64,122.593
act_fn,64,2.752
down_proj,64,60.353
layernorm,64,2.367
qkv_proj,64,41.312
qk_norm,64,2.752
qk_norm,64,1.984
rotary_emb,64,2.592
o_proj,64,28.704
layernorm,64,2.176
gate_up_proj,64,122.241
act_fn,64,2.72
down_proj,64,60.672
layernorm,64,2.401
qkv_proj,64,42.464
qk_norm,64,2.753
qk_norm,64,1.952
rotary_emb,64,2.591
o_proj,64,29.152
layernorm,64,2.112
gate_up_proj,64,121.761
act_fn,64,2.72
down_proj,64,60.512
layernorm,64,2.24
qkv_proj,64,41.921
qk_norm,64,2.784
qk_norm,64,2.015
rotary_emb,64,2.624
o_proj,64,28.832
layernorm,64,2.273
gate_up_proj,64,122.817
act_fn,64,2.72
down_proj,64,60.641
final_layernorm,64,2.4
embedding,64,2.7199999999999998
layernorm,64,1.984
qkv_proj,64,41.601
qk_norm,64,2.817
qk_norm,64,1.92
rotary_emb,64,2.528
o_proj,64,28.704
layernorm,64,2.144
gate_up_proj,64,122.721
act_fn,64,2.848
down_proj,64,60.416
layernorm,64,2.24
qkv_proj,64,42.176
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.785
o_proj,64,28.673000000000002
layernorm,64,2.112
gate_up_proj,64,123.10499999999999
act_fn,64,2.688
down_proj,64,59.872
layernorm,64,2.209
qkv_proj,64,41.44
qk_norm,64,2.785
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,29.024
layernorm,64,2.112
gate_up_proj,64,123.2
act_fn,64,2.72
down_proj,64,60.448
layernorm,64,2.272
qkv_proj,64,42.144
qk_norm,64,2.785
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.577
layernorm,64,2.112
gate_up_proj,64,121.953
act_fn,64,2.72
down_proj,64,60.097
layernorm,64,2.24
qkv_proj,64,42.016
qk_norm,64,2.72
qk_norm,64,1.888
rotary_emb,64,2.624
o_proj,64,29.024
layernorm,64,2.303
gate_up_proj,64,122.657
act_fn,64,2.72
down_proj,64,60.097
layernorm,64,2.433
qkv_proj,64,42.688
qk_norm,64,2.752
qk_norm,64,1.919
rotary_emb,64,2.656
o_proj,64,28.673000000000002
layernorm,64,2.272
gate_up_proj,64,121.633
act_fn,64,2.848
down_proj,64,60.736
layernorm,64,2.24
qkv_proj,64,42.592
qk_norm,64,2.783
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.993000000000002
layernorm,64,2.112
gate_up_proj,64,123.298
act_fn,64,2.753
down_proj,64,60.768
layernorm,64,2.4
qkv_proj,64,42.241
qk_norm,64,2.72
qk_norm,64,1.888
rotary_emb,64,2.624
o_proj,64,28.8
layernorm,64,2.143
gate_up_proj,64,122.401
act_fn,64,2.72
down_proj,64,60.353
layernorm,64,2.273
qkv_proj,64,41.952
qk_norm,64,2.752
qk_norm,64,1.953
rotary_emb,64,2.625
o_proj,64,28.801000000000002
layernorm,64,2.144
gate_up_proj,64,122.85
act_fn,64,2.816
down_proj,64,60.193000000000005
layernorm,64,2.336
qkv_proj,64,42.528
qk_norm,64,2.784
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,29.088
layernorm,64,2.304
gate_up_proj,64,122.081
act_fn,64,2.689
down_proj,64,60.128
layernorm,64,2.336
qkv_proj,64,41.504
qk_norm,64,2.911
qk_norm,64,1.952
rotary_emb,64,2.752
o_proj,64,29.089
layernorm,64,2.08
gate_up_proj,64,122.30499999999999
act_fn,64,2.72
down_proj,64,60.992
layernorm,64,2.496
qkv_proj,64,41.505
qk_norm,64,2.784
qk_norm,64,1.953
rotary_emb,64,2.592
o_proj,64,28.896
layernorm,64,2.143
gate_up_proj,64,122.17699999999999
act_fn,64,3.008
down_proj,64,61.312000000000005
layernorm,64,2.4
qkv_proj,64,41.664
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.623
o_proj,64,28.896
layernorm,64,2.08
gate_up_proj,64,122.849
act_fn,64,2.688
down_proj,64,59.968
layernorm,64,2.304
qkv_proj,64,41.568
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.992
layernorm,64,2.144
gate_up_proj,64,122.625
act_fn,64,2.72
down_proj,64,60.384
layernorm,64,2.208
qkv_proj,64,41.12
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,28.864
layernorm,64,2.112
gate_up_proj,64,121.601
act_fn,64,2.72
down_proj,64,60.673
layernorm,64,2.24
qkv_proj,64,41.441
qk_norm,64,2.784
qk_norm,64,1.951
rotary_emb,64,2.592
o_proj,64,28.672
layernorm,64,2.177
gate_up_proj,64,122.913
act_fn,64,2.688
down_proj,64,60.449000000000005
layernorm,64,2.24
qkv_proj,64,41.664
qk_norm,64,2.753
qk_norm,64,1.92
rotary_emb,64,2.657
o_proj,64,28.833000000000002
layernorm,64,2.08
gate_up_proj,64,121.795
act_fn,64,2.751
down_proj,64,60.417
layernorm,64,2.304
qkv_proj,64,42.529
qk_norm,64,2.752
qk_norm,64,1.951
rotary_emb,64,2.592
o_proj,64,28.832
layernorm,64,2.08
gate_up_proj,64,123.809
act_fn,64,2.848
down_proj,64,60.672000000000004
layernorm,64,2.368
qkv_proj,64,41.536
qk_norm,64,2.753
qk_norm,64,1.92
rotary_emb,64,2.657
o_proj,64,28.8
layernorm,64,2.08
gate_up_proj,64,122.529
act_fn,64,2.656
down_proj,64,60.161
layernorm,64,2.4
qkv_proj,64,41.376
qk_norm,64,2.72
qk_norm,64,1.889
rotary_emb,64,2.592
o_proj,64,28.48
layernorm,64,2.144
gate_up_proj,64,122.753
act_fn,64,2.72
down_proj,64,60.256
layernorm,64,2.272
qkv_proj,64,42.304
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.656
o_proj,64,29.088
layernorm,64,2.112
gate_up_proj,64,121.92099999999999
act_fn,64,2.688
down_proj,64,60.865
layernorm,64,2.304
qkv_proj,64,41.953
qk_norm,64,2.752
qk_norm,64,1.888
rotary_emb,64,2.624
o_proj,64,28.833000000000002
layernorm,64,2.144
gate_up_proj,64,124.065
act_fn,64,2.72
down_proj,64,60.96
layernorm,64,2.496
qkv_proj,64,42.464
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.96
layernorm,64,2.08
gate_up_proj,64,121.697
act_fn,64,2.688
down_proj,64,60.736
layernorm,64,2.496
qkv_proj,64,42.304
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,28.448
layernorm,64,2.112
gate_up_proj,64,122.78399999999999
act_fn,64,2.72
down_proj,64,60.576
layernorm,64,2.208
qkv_proj,64,42.433
qk_norm,64,2.785
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.768
layernorm,64,2.176
gate_up_proj,64,121.57000000000001
act_fn,64,2.88
down_proj,64,60.736999999999995
layernorm,64,2.272
qkv_proj,64,41.824
qk_norm,64,2.784
qk_norm,64,1.92
rotary_emb,64,2.56
o_proj,64,28.801000000000002
layernorm,64,2.336
gate_up_proj,64,123.64999999999999
act_fn,64,2.72
down_proj,64,60.129
layernorm,64,2.368
qkv_proj,64,42.689
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.801000000000002
layernorm,64,2.144
gate_up_proj,64,122.209
act_fn,64,2.688
down_proj,64,59.872
layernorm,64,2.368
qkv_proj,64,41.249
qk_norm,64,2.72
qk_norm,64,1.888
rotary_emb,64,2.592
o_proj,64,28.864
layernorm,64,2.112
gate_up_proj,64,122.849
act_fn,64,2.688
down_proj,64,61.024
layernorm,64,2.304
qkv_proj,64,42.208
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.656
o_proj,64,28.864
layernorm,64,2.113
gate_up_proj,64,122.625
act_fn,64,2.688
down_proj,64,60.192
layernorm,64,2.272
qkv_proj,64,40.928
qk_norm,64,2.783
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.736
layernorm,64,2.112
gate_up_proj,64,123.553
act_fn,64,2.72
down_proj,64,60.769
layernorm,64,2.209
qkv_proj,64,42.144
qk_norm,64,2.88
qk_norm,64,1.888
rotary_emb,64,2.625
o_proj,64,28.576
layernorm,64,2.272
gate_up_proj,64,122.30499999999999
act_fn,64,2.688
down_proj,64,60.928000000000004
layernorm,64,2.272
qkv_proj,64,41.536
qk_norm,64,2.751
qk_norm,64,1.888
rotary_emb,64,2.688
o_proj,64,28.769000000000002
layernorm,64,2.304
gate_up_proj,64,123.745
act_fn,64,2.72
down_proj,64,60.289
layernorm,64,2.368
qkv_proj,64,42.977
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.655
o_proj,64,29.152
layernorm,64,2.112
gate_up_proj,64,122.178
act_fn,64,2.688
down_proj,64,60.32
layernorm,64,2.496
qkv_proj,64,41.056
qk_norm,64,2.784
qk_norm,64,1.952
rotary_emb,64,2.56
o_proj,64,28.64
layernorm,64,2.144
gate_up_proj,64,123.488
act_fn,64,2.688
down_proj,64,60.897
layernorm,64,2.4
qkv_proj,64,42.241
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.656
o_proj,64,28.96
layernorm,64,2.112
gate_up_proj,64,121.569
act_fn,64,2.72
down_proj,64,61.536
layernorm,64,2.271
qkv_proj,64,41.569
qk_norm,64,2.784
qk_norm,64,1.984
rotary_emb,64,2.592
o_proj,64,28.864
layernorm,64,2.304
gate_up_proj,64,122.914
act_fn,64,2.72
down_proj,64,60.64
final_layernorm,64,2.4
embedding,64,2.817
layernorm,64,1.952
qkv_proj,64,42.848
qk_norm,64,2.944
qk_norm,64,1.952
rotary_emb,64,2.495
o_proj,64,28.864
layernorm,64,2.144
gate_up_proj,64,123.10499999999999
act_fn,64,2.72
down_proj,64,60.385
layernorm,64,2.24
qkv_proj,64,42.304
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,28.736
layernorm,64,2.144
gate_up_proj,64,122.913
act_fn,64,2.72
down_proj,64,60.224000000000004
layernorm,64,2.368
qkv_proj,64,41.6
qk_norm,64,2.784
qk_norm,64,1.951
rotary_emb,64,2.784
o_proj,64,29.12
layernorm,64,2.144
gate_up_proj,64,122.657
act_fn,64,2.72
down_proj,64,60.289
layernorm,64,2.367
qkv_proj,64,42.464
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.56
o_proj,64,28.512
layernorm,64,2.144
gate_up_proj,64,121.697
act_fn,64,2.72
down_proj,64,60.352000000000004
layernorm,64,2.4
qkv_proj,64,41.601
qk_norm,64,2.784
qk_norm,64,1.92
rotary_emb,64,2.656
o_proj,64,28.961000000000002
layernorm,64,2.304
gate_up_proj,64,122.529
act_fn,64,2.72
down_proj,64,60.51199999999999
layernorm,64,2.368
qkv_proj,64,42.561
qk_norm,64,2.72
qk_norm,64,1.921
rotary_emb,64,2.624
o_proj,64,28.608
layernorm,64,2.272
gate_up_proj,64,120.89699999999999
act_fn,64,2.72
down_proj,64,60.48
layernorm,64,2.208
qkv_proj,64,42.944
qk_norm,64,2.753
qk_norm,64,1.888
rotary_emb,64,2.593
o_proj,64,28.801
layernorm,64,2.176
gate_up_proj,64,123.744
act_fn,64,2.752
down_proj,64,60.257
layernorm,64,2.368
qkv_proj,64,42.049
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.656
o_proj,64,28.96
layernorm,64,2.112
gate_up_proj,64,122.145
act_fn,64,2.72
down_proj,64,60.32
layernorm,64,2.177
qkv_proj,64,42.08
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.625
o_proj,64,28.706
layernorm,64,2.144
gate_up_proj,64,122.21000000000001
act_fn,64,2.72
down_proj,64,60.608000000000004
layernorm,64,2.24
qkv_proj,64,41.984
qk_norm,64,2.752
qk_norm,64,2.048
rotary_emb,64,2.625
o_proj,64,28.705000000000002
layernorm,64,2.336
gate_up_proj,64,122.081
act_fn,64,2.72
down_proj,64,60.704
layernorm,64,2.272
qkv_proj,64,41.28
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.752
o_proj,64,29.024
layernorm,64,2.08
gate_up_proj,64,121.985
act_fn,64,2.752
down_proj,64,60.256
layernorm,64,2.528
qkv_proj,64,41.216
qk_norm,64,2.784
qk_norm,64,1.984
rotary_emb,64,2.625
o_proj,64,28.864
layernorm,64,2.144
gate_up_proj,64,121.568
act_fn,64,2.72
down_proj,64,60.768
layernorm,64,2.4
qkv_proj,64,41.537
qk_norm,64,2.751
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.736
layernorm,64,2.112
gate_up_proj,64,123.265
act_fn,64,2.72
down_proj,64,60.065
layernorm,64,2.369
qkv_proj,64,41.856
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.833000000000002
layernorm,64,2.112
gate_up_proj,64,121.441
act_fn,64,2.72
down_proj,64,59.681000000000004
layernorm,64,2.241
qkv_proj,64,41.377
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.672
layernorm,64,2.144
gate_up_proj,64,122.881
act_fn,64,2.688
down_proj,64,60.992000000000004
layernorm,64,2.24
qkv_proj,64,41.696
qk_norm,64,2.753
qk_norm,64,1.952
rotary_emb,64,2.623
o_proj,64,28.45
layernorm,64,2.144
gate_up_proj,64,123.809
act_fn,64,2.689
down_proj,64,60.481
layernorm,64,2.368
qkv_proj,64,41.376
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,28.704
layernorm,64,2.113
gate_up_proj,64,121.921
act_fn,64,2.72
down_proj,64,60.448
layernorm,64,2.208
qkv_proj,64,42.304
qk_norm,64,2.785
qk_norm,64,1.984
rotary_emb,64,2.623
o_proj,64,28.672
layernorm,64,2.144
gate_up_proj,64,121.98299999999999
act_fn,64,2.72
down_proj,64,60.192
layernorm,64,2.208
qkv_proj,64,42.016
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,28.736
layernorm,64,2.08
gate_up_proj,64,122.209
act_fn,64,2.72
down_proj,64,60.193000000000005
layernorm,64,2.272
qkv_proj,64,41.504
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.656
o_proj,64,28.864
layernorm,64,2.144
gate_up_proj,64,122.593
act_fn,64,2.752
down_proj,64,60.064
layernorm,64,2.336
qkv_proj,64,41.633
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.928
layernorm,64,2.143
gate_up_proj,64,123.041
act_fn,64,2.72
down_proj,64,60.961
layernorm,64,2.368
qkv_proj,64,42.176
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.657
o_proj,64,28.768
layernorm,64,2.176
gate_up_proj,64,122.786
act_fn,64,2.72
down_proj,64,60.129000000000005
layernorm,64,2.432
qkv_proj,64,41.985
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,29.152
layernorm,64,2.112
gate_up_proj,64,122.081
act_fn,64,2.72
down_proj,64,60.992
layernorm,64,2.368
qkv_proj,64,42.656
qk_norm,64,2.751
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,28.769000000000002
layernorm,64,2.112
gate_up_proj,64,123.042
act_fn,64,2.751
down_proj,64,60.001
layernorm,64,2.24
qkv_proj,64,42.433
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,29.152
layernorm,64,2.177
gate_up_proj,64,121.473
act_fn,64,2.72
down_proj,64,60.352999999999994
layernorm,64,2.208
qkv_proj,64,41.536
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,28.737
layernorm,64,2.304
gate_up_proj,64,123.265
act_fn,64,2.72
down_proj,64,60.353
layernorm,64,2.368
qkv_proj,64,42.432
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,28.641000000000002
layernorm,64,2.112
gate_up_proj,64,123.008
act_fn,64,2.72
down_proj,64,60.513
layernorm,64,2.336
qkv_proj,64,41.856
qk_norm,64,2.72
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.544
layernorm,64,2.111
gate_up_proj,64,123.713
act_fn,64,2.72
down_proj,64,61.345
layernorm,64,2.303
qkv_proj,64,42.368
qk_norm,64,2.721
qk_norm,64,1.952
rotary_emb,64,2.623
o_proj,64,28.576
layernorm,64,2.112
gate_up_proj,64,122.08200000000001
act_fn,64,2.689
down_proj,64,60.417
layernorm,64,2.368
qkv_proj,64,41.312
qk_norm,64,2.72
qk_norm,64,1.952
rotary_emb,64,2.592
o_proj,64,28.577
layernorm,64,2.08
gate_up_proj,64,123.841
act_fn,64,2.72
down_proj,64,60.257
layernorm,64,2.24
qkv_proj,64,42.689
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.656
o_proj,64,28.96
layernorm,64,2.272
gate_up_proj,64,121.248
act_fn,64,2.72
down_proj,64,60.544000000000004
layernorm,64,2.24
qkv_proj,64,41.409
qk_norm,64,2.752
qk_norm,64,1.952
rotary_emb,64,2.624
o_proj,64,28.959
layernorm,64,2.336
gate_up_proj,64,123.393
act_fn,64,2.752
down_proj,64,60.257
layernorm,64,2.368
qkv_proj,64,42.4
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.592
o_proj,64,28.961
layernorm,64,2.111
gate_up_proj,64,122.401
act_fn,64,2.72
down_proj,64,60.256
layernorm,64,2.431
qkv_proj,64,41.408
qk_norm,64,2.752
qk_norm,64,1.984
rotary_emb,64,2.625
o_proj,64,28.801000000000002
layernorm,64,2.144
gate_up_proj,64,123.681
act_fn,64,2.72
down_proj,64,60.545
layernorm,64,2.304
qkv_proj,64,42.561
qk_norm,64,2.752
qk_norm,64,1.92
rotary_emb,64,2.624
o_proj,64,28.896
layernorm,64,2.144
gate_up_proj,64,122.401
act_fn,64,2.72
down_proj,64,60.384
layernorm,64,2.24
qkv_proj,64,41.824
qk_norm,64,2.783
qk_norm,64,1.984
rotary_emb,64,2.785
o_proj,64,28.833
layernorm,64,2.304
gate_up_proj,64,123.29599999999999
act_fn,64,2.72
down_proj,64,60.352999999999994
final_layernorm,64,2.4
embedding,128,3.2640000000000002
layernorm,128,2.304
qkv_proj,128,48.096000000000004
qk_norm,128,3.808
qk_norm,128,2.176
rotary_emb,128,2.591
o_proj,128,31.36
layernorm,128,2.496
gate_up_proj,128,123.777
act_fn,128,3.2
down_proj,128,62.816
layernorm,128,2.785
qkv_proj,128,50.370000000000005
qk_norm,128,3.872
qk_norm,128,2.208
rotary_emb,128,2.688
o_proj,128,31.648
layernorm,128,2.496
gate_up_proj,128,135.585
act_fn,128,3.2
down_proj,128,63.073
layernorm,128,2.72
qkv_proj,128,49.729
qk_norm,128,3.872
qk_norm,128,2.208
rotary_emb,128,2.784
o_proj,128,31.488999999999997
layernorm,128,2.432
gate_up_proj,128,125.954
act_fn,128,3.2
down_proj,128,62.752
layernorm,128,2.784
qkv_proj,128,51.808
qk_norm,128,3.776
qk_norm,128,2.176
rotary_emb,128,2.72
o_proj,128,31.52
layernorm,128,2.496
gate_up_proj,128,132.161
act_fn,128,3.232
down_proj,128,62.176
layernorm,128,2.72
qkv_proj,128,51.169
qk_norm,128,3.808
qk_norm,128,2.175
rotary_emb,128,2.72
o_proj,128,31.744
layernorm,128,2.912
gate_up_proj,128,133.825
act_fn,128,3.2
down_proj,128,62.849000000000004
layernorm,128,2.975
qkv_proj,128,50.625
qk_norm,128,3.776
qk_norm,128,2.176
rotary_emb,128,2.688
o_proj,128,31.457
layernorm,128,2.912
gate_up_proj,128,134.338
act_fn,128,3.2
down_proj,128,62.048
layernorm,128,2.72
qkv_proj,128,50.816
qk_norm,128,4.031
qk_norm,128,2.176
rotary_emb,128,2.752
o_proj,128,32.0
layernorm,128,2.432
gate_up_proj,128,134.593
act_fn,128,3.2
down_proj,128,63.776
layernorm,128,3.008
qkv_proj,128,50.432
qk_norm,128,4.0
qk_norm,128,2.175
rotary_emb,128,2.688
o_proj,128,31.36
layernorm,128,2.463
gate_up_proj,128,134.433
act_fn,128,3.2
down_proj,128,61.985
layernorm,128,2.688
qkv_proj,128,51.328
qk_norm,128,3.872
qk_norm,128,2.176
rotary_emb,128,2.849
o_proj,128,31.328999999999997
layernorm,128,2.528
gate_up_proj,128,125.697
act_fn,128,3.297
down_proj,128,63.457
layernorm,128,2.72
qkv_proj,128,50.754
qk_norm,128,3.807
qk_norm,128,2.208
rotary_emb,128,2.847
o_proj,128,31.232
layernorm,128,2.88
gate_up_proj,128,133.153
act_fn,128,3.264
down_proj,128,63.04
layernorm,128,2.817
qkv_proj,128,49.696
qk_norm,128,3.904
qk_norm,128,2.207
rotary_emb,128,2.72
o_proj,128,31.328
layernorm,128,2.465
gate_up_proj,128,132.961
act_fn,128,3.264
down_proj,128,63.329
layernorm,128,3.136
qkv_proj,128,50.497
qk_norm,128,3.84
qk_norm,128,2.208
rotary_emb,128,2.72
o_proj,128,31.999
layernorm,128,2.464
gate_up_proj,128,124.481
act_fn,128,3.233
down_proj,128,62.464
layernorm,128,3.008
qkv_proj,128,49.761
qk_norm,128,3.904
qk_norm,128,2.176
rotary_emb,128,2.688
o_proj,128,31.584
layernorm,128,2.431
gate_up_proj,128,124.801
act_fn,128,3.2
down_proj,128,62.721
layernorm,128,2.785
qkv_proj,128,50.049
qk_norm,128,3.968
qk_norm,128,2.175
rotary_emb,128,2.72
o_proj,128,32.256
layernorm,128,2.464
gate_up_proj,128,134.369
act_fn,128,3.232
down_proj,128,62.400999999999996
layernorm,128,2.752
qkv_proj,128,50.753
qk_norm,128,3.808
qk_norm,128,2.208
rotary_emb,128,2.688
o_proj,128,31.552
layernorm,128,2.528
gate_up_proj,128,134.689
act_fn,128,3.2
down_proj,128,63.2
layernorm,128,2.72
qkv_proj,128,50.433
qk_norm,128,3.903
qk_norm,128,2.176
rotary_emb,128,2.688
o_proj,128,31.52
layernorm,128,2.496
gate_up_proj,128,133.089
act_fn,128,3.2
down_proj,128,62.241
layernorm,128,2.752
qkv_proj,128,50.56
qk_norm,128,3.967
qk_norm,128,2.144
rotary_emb,128,2.72
o_proj,128,32.192
layernorm,128,2.496
gate_up_proj,128,124.416
act_fn,128,3.2
down_proj,128,62.689
layernorm,128,2.784
qkv_proj,128,50.241
qk_norm,128,3.84
qk_norm,128,2.208
rotary_emb,128,2.688
o_proj,128,31.808
layernorm,128,2.496
gate_up_proj,128,131.041
act_fn,128,3.2
down_proj,128,61.921
layernorm,128,2.72
qkv_proj,128,50.208
qk_norm,128,4.032
qk_norm,128,2.176
rotary_emb,128,2.816
o_proj,128,31.456
layernorm,128,2.432
gate_up_proj,128,133.761
act_fn,128,3.232
down_proj,128,62.849
layernorm,128,2.753
qkv_proj,128,49.856
qk_norm,128,3.872
qk_norm,128,2.209
rotary_emb,128,2.688
o_proj,128,30.817
layernorm,128,2.528
gate_up_proj,128,123.841
act_fn,128,3.232
down_proj,128,62.336
layernorm,128,2.752
qkv_proj,128,51.072
qk_norm,128,3.84
qk_norm,128,2.208
rotary_emb,128,2.784
o_proj,128,31.168
layernorm,128,2.496
gate_up_proj,128,133.633
act_fn,128,3.2
down_proj,128,63.745
layernorm,128,2.688
qkv_proj,128,50.464
qk_norm,128,3.84
qk_norm,128,2.207
rotary_emb,128,2.688
o_proj,128,31.456
layernorm,128,2.56
gate_up_proj,128,134.145
act_fn,128,3.2
down_proj,128,61.664
layernorm,128,3.072
qkv_proj,128,50.367999999999995
qk_norm,128,3.776
qk_norm,128,2.336
rotary_emb,128,2.72
o_proj,128,31.36
layernorm,128,2.496
gate_up_proj,128,123.617
act_fn,128,3.232
down_proj,128,64.865
layernorm,128,3.007
qkv_proj,128,50.977000000000004
qk_norm,128,3.808
qk_norm,128,2.208
rotary_emb,128,2.688
o_proj,128,31.936
layernorm,128,2.464
gate_up_proj,128,132.545
act_fn,128,3.232
down_proj,128,62.689
layernorm,128,2.656
qkv_proj,128,51.073
qk_norm,128,3.776
qk_norm,128,2.176
rotary_emb,128,2.72
o_proj,128,31.520999999999997
layernorm,128,2.624
gate_up_proj,128,134.593
act_fn,128,3.232
down_proj,128,63.104
layernorm,128,2.688
qkv_proj,128,52.032
qk_norm,128,3.904
qk_norm,128,2.144
rotary_emb,128,2.848
o_proj,128,31.457
layernorm,128,2.912
gate_up_proj,128,133.728
act_fn,128,3.231
down_proj,128,62.112
layernorm,128,2.752
qkv_proj,128,50.303000000000004
qk_norm,128,3.808
qk_norm,128,2.176
rotary_emb,128,2.752
o_proj,128,31.328999999999997
layernorm,128,2.496
gate_up_proj,128,133.792
act_fn,128,3.2
down_proj,128,62.753
layernorm,128,2.752
qkv_proj,128,50.592
qk_norm,128,3.84
qk_norm,128,2.176
rotary_emb,128,2.689
o_proj,128,31.616999999999997
layernorm,128,2.496
gate_up_proj,128,133.281
act_fn,128,3.328
down_proj,128,62.56
layernorm,128,2.656
qkv_proj,128,51.648
qk_norm,128,3.808
qk_norm,128,2.176
rotary_emb,128,2.88
o_proj,128,31.904
layernorm,128,2.432
gate_up_proj,128,125.121
act_fn,128,3.2
down_proj,128,62.592
layernorm,128,2.688
qkv_proj,128,50.625
qk_norm,128,3.808
qk_norm,128,2.175
rotary_emb,128,2.688
o_proj,128,31.936
layernorm,128,2.463
